Mouse_ID labeled_syn_fraction
143736 0.280487805
143736 0.288888889
143736 0.201005025
143736 0.294117647
149880 0.180451128
149880 0.124031008
149880 0.15625
149880 0.154411765
149880 0.226470588
149880 0.181818182
166526-LH 0.192982456
166526-LH 0.222222222
166526-LH 0.18556701
166526-LH 0.159090909
166526-LH 0.1875
166526-LH 0.142857143
166526-LH 0.185185185
166526-LH 0.178571429
166526-LH 0.081081081
166526-LH 0.162162162
